Eccentricity,Luminosity(1),Luminosity(2),Mass(1),Mass(2),Pulsar_Mag_Field(1),Pulsar_Mag_Field(2),Pulsar_Spin_Freq(1),Pulsar_Spin_Freq(2),Radius(1),Radius(2),SemiMajorAxis,Teff(1),Teff(2),Age,Type(1),Type(2)
0.0,0.030470772973919407,0.022376652248639276,0.44779640549411326,0.38970323197215245,0.0,0.0,0.0,0.0,0.41375282461690127,0.3659190150408167,6.3552257492148,3752.9944272767766,3694.314176908429,4863.524051093056,"Main Sequence, M<0.7 Msun","Main Sequence, M<0.7 Msun"
0.0,0.06442538031339086,0.0236771010336934,0.5705094257184754,0.40076217500665595,0.0,0.0,0.0,0.0,0.5320014428708201,0.37432344481484514,2.234871189790499,3991.0335640584467,3704.5559206508146,4138.630683325989,"Main Sequence, M<0.7 Msun","Main Sequence, M<0.7 Msun"
0.0,0.15103853862493624,0.1267682060947889,0.6910073830980095,0.6666497114454708,0.0,0.0,0.0,0.0,0.6554850264661509,0.6310655471772947,3.1814183377650926,4449.0582675433525,4340.03156699278,4673.825382543391,"Main Sequence, M<0.7 Msun","Main Sequence, M<0.7 Msun"
0.0,0.0014101936956107258,0.0011477734550590904,0.11333598984908391,0.10599999369920252,0.0,0.0,0.0,0.0,0.14462807988369294,0.1354966620061046,23001.97751322553,2944.2244808609635,2889.1978527869805,27.581198463532516,"Main Sequence, M<0.7 Msun","Main Sequence, M<0.7 Msun"
0.0,0.10607798260286298,0.010641910443115883,0.6421020244499919,0.26315406645604356,0.0,0.0,0.0,0.0,0.6058012047730577,0.2748624067869893,41120.44741081714,4236.6128983514545,3539.7677237045054,4449.662606932213,"Main Sequence, M<0.7 Msun","Main Sequence, M<0.7 Msun"
0.0,0.006014270691229145,0.001186460300389587,0.19926709975285653,0.10709453775585617,0.0,0.0,0.0,0.0,0.2277819695330275,0.13697100417951186,4238.283673602946,3371.4258187241426,2897.520520843108,8929.70336012825,"Main Sequence, M<0.7 Msun","Main Sequence, M<0.7 Msun"
0.0,0.18403800658629865,0.026244622807603608,0.7200864652744758,0.42028805973616223,0.0,0.0,0.0,0.0,0.6827542839216731,0.39016483355887244,1043.689467551882,4580.070897550588,3723.175944070735,4356.8781167050865,"Main Sequence, M>0.7 Msun","Main Sequence, M<0.7 Msun"
0.0,0.3042386482507766,0.005067344872198677,0.7935860760982579,0.18474082378422252,0.0,0.0,0.0,0.0,0.7522286973172208,0.21570080434717273,77982.02797140229,4947.732192586006,3319.302024481962,4461.299003439344,"Main Sequence, M>0.7 Msun","Main Sequence, M<0.7 Msun"
0.0,0.4472906795917496,0.06864658357815763,0.8518772091238036,0.5795611639192028,0.0,0.0,0.0,0.0,0.8108403135767104,0.54177343105158,3399.7639529942,5247.559036443285,4018.124767327455,4485.191572571371,"Main Sequence, M>0.7 Msun","Main Sequence, M<0.7 Msun"
0.0,0.026674144146131,0.013112757498408567,0.42358543801135007,0.2939051624976807,0.0,0.0,0.0,0.0,0.3926006102052055,0.2962504243653684,362.70387026104834,3726.7020803105192,3592.2913649947136,3705.5435744243678,"Main Sequence, M<0.7 Msun","Main Sequence, M<0.7 Msun"
5639.263165344161,1e-10,2.1426565306356286e-05,3.417571207253856,0.9372420414426198,0.0,0.0,0.0,0.0,1.449050191875635e-05,0.008761642020490571,-41.11733566597748,4799.94016008382,4199.745029259584,4262.778212820468,Black Hole,C-O White Dwarf
